微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OnY6H8PJ8,"转发理由:#微博辟谣#【熊猫斩谣（2024年7月16日）】  
原始用户: 四川举报辟谣
转发内容: #四川云辟谣# 【熊猫斩谣（2024年7月16日）】#微博辟谣#稻城亚丁景区关闭了？老年人吹空调受凉容易生病，能不开就不要开？吃烧烤如何减少致癌物的产生？今天有没有你相信的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。   熊猫斩谣（2024年7月16日）  ",,无,无,False,无,无,2024-07-17 14:04,微博网页版,1,0,0
OnY2IrT2z,"转发理由:#微博辟谣# 宜章警方查处一起虚构事实扰乱公共秩序案  
原始用户: 红网
转发内容: #辟谣侠盟# 2024年4月17日，宜章县公安局城南派出所在深圳将涉嫌网络造谣的李某能抓获。3月15日宜章县公安局网安大队在进行网上巡查时，发现李某能通过手机微信将公安机关在宜章县玉溪镇东长街抓捕嫌疑人的一段视频发布到一个名为“桃花岛”的微信群上;将公安处置的一般警情，虚构事实称“刚刚东长街杀人了”。李某能发布的不实言论，给社会造成了恶劣影响，涉嫌虚构事实扰乱社会秩序。目前，公安机关依法对李某能予以行政处罚。http://t.cn/A68vKvSJ 原图 ",,无,https://wx2.sinaimg.cn/large/c875cd12gy1hrq007i9phj20u01swgzm.jpg,False,无,无,2024-07-17 13:54,微博网页版,1,0,0
OnXW7rZzh,"转发理由:#微博辟谣# 一网民发布“临河区水源路中学撤销”不实信息，被警方依法查处  
原始用户: 平安临河微笑公安
转发内容: 临河警方发布警情通报 巴彦淖尔 平安临河微笑公安的微博视频  ",,无,无,False,无,无,2024-07-17 13:38,微博网页版,1,0,0
OnXEsmqbL,"转发理由:#微博辟谣# 郑州市中招办郑重声明：任何以协调学生入学为由收取钱财的行为均为违法行为，此类信息涉嫌诈骗，均为虚假信息，发布此类信息行为为欺诈行为。请广大学生家长提高警惕，增强防范意识。  
原始用户: 郑州市教育局
转发内容: 【郑州市中招办发布提醒：谨防招生诈骗】近日，我办陆续接到群众举报，部分机构和个人通过微信、抖音、小红书等平台散布中招消息，声称可以帮助学生注册学籍、协助择校等，并以此向家长收取钱财。经查，此类消息均为虚假信息。目前，郑州市教育部门正在会同网信部门、公安部门对发布相关信息人员进行约谈，并对借此收取钱财行为进行查处。中等学校招生涉及千万家庭切身利益，我们充分理解学生和家长急切入学的心情。郑州市中招办将贯彻教育部及教育厅的招生工作要求，依据政策、严格程序、公平公正，加快推进招生录取，请大家耐心等待。在此，我们也郑重声明：任何以协调学生入学为由收取钱财的行为均为违法行为，此类信息涉嫌诈骗，均为虚假信息，发布此类信息行为为欺诈行为。请广大学生家长提高警惕，增强防范意识。各位考生和家长如收到此类不实信息，切勿轻信，应保存相关证据，并立即拨打市、区两级教育行政部门投诉电话或直接拨打110进行举报。郑州市中招办2024年7月16日 [组图共2张] 原图 ",,无,"https://ww3.sinaimg.cn/large/9b76532dly1hrq4wo7tvrj20p00anq3s.jpg,https://ww4.sinaimg.cn/large/9b76532dly1hrq4wo1ikqj20cm0j4tb0.jpg",False,无,无,2024-07-17 12:54,微博网页版,2,2,0
OnXxMqDWM,"转发理由:#微博辟谣# 75000元买一张“高中毕业证”？警惕“伪造学历证书”骗局  
原始用户: 成都网络辟谣
转发内容: 【75000元买一张“高中毕业证”？警惕“伪造学历证书”骗局】“我们既是生意合作伙伴又是朋友，认识很多年的熟人了，真没想到他竟然会骗我。”因为一张毕业证，引出了一场环环相扣的骗局，最终骗子为自己的贪欲付出了代价。#微博辟谣# #联合辟谣#  75000元买一张“高中毕业证”？警惕“伪造学历证书”骗局  ",,无,无,False,无,无,2024-07-17 12:38,微博网页版,1,2,0
OnXpN9S7t,"转发理由:#微博辟谣# 济南市中公安破获柴某某扰乱公共秩序案  
原始用户: 济南公安市中区分局
转发内容: 【警情通报】市中公安破获柴某某扰乱公共秩序案       市中区分局网安大队在工作中，发现柴某在某音平台，发布关于“某小区大动作拆迁补偿，数十亿专项资金”的不实视频，点赞、收藏、评论、转发量达数千，严重影响了平台的真实性和客户的浏览体验，严重扰乱了正常的网络空间环境秩序。      根据《中华人民共和国治安管理处罚法》第二十五条第（一）项之规定，给与柴某行政罚款的处罚。     网安民警提醒您：网络不是“法律盲区”，网络空间绝非“法外之地”。造谣、传谣是违法行为，人人都要为自己的言行负责，坚守网上言论自由底线，共建美好精神家园，共创清朗网络空间。 原图 ",,无,https://wx4.sinaimg.cn/large/6ae75077ly1hrqrpwgfgjj20lt0q9gnt.jpg,False,无,无,2024-07-17 12:18,微博网页版,1,0,0
OnXlOF0Rm,"转发理由:#微博辟谣# 三人造谣销售女酒驾查出艾滋被行拘  
原始用户: 点时新闻
转发内容: #销售女酒驾被查出艾滋病系谣言#【#三人造谣销售女酒驾查出艾滋被行拘#】 7月17日，山东菏泽，郓城公安发布警情通报：我县网民孟某某、郁某某、宋某某在网络平台散布“销售女酒驾被查出艾滋病”的虚假信息。经查证，孟某某、郁某某、宋某某三人为博人眼球、吸引流量，编造传播网络谣言。目前，县公安局根据《中华人民共和国治安管理处罚法》第二十五条第(一)项之规定，依法给予三人行政拘留处罚。#菏泽[地点]# @点时新闻 http://t.cn/A68P9Cd3 ",,无,无,False,无,无,2024-07-17 12:08,微博网页版,4,3,0
OnXhrdjPq,"转发理由:#微博辟谣# 郑州通报“清朗”专项行动违法违规账号典型案例  
原始用户: 郑州晚报
转发内容: 【郑州通报“清朗”专项行动违法违规账号典型案例】为持续推进“清朗·系列”专项行动，特别是围绕涉汛期强降雨期间网上违法违规信息，郑州网信、公安、气象等部门聚焦虚假不实、炒作旧闻、传播谣言、博取关注蹭流量等整治重点，强化联动，在源头管控处置上不断加压发力，在依法依规查处曝光一批涉汛期违法违规账号基础上，现再次向社会公开通报典型案例如下：监测发现，7月12日抖音平台账号“熟悉的背影”为蹭炒社会热点，故意将其他城市暴雨视频张冠李戴、移花接木为郑州，编造“郑州暴雨下的太可怕了，刚刚还是白天，下雨下的天都黑了，下的我都说话结巴了”等涉汛期不实虚假谣言视频信息，误导众多网友传播转发和跟帖评论，干扰正常网络传播秩序并造成不良社会影响。郑州网信部门联合公安、气象等机关开展打击处置，对账号开办者进行法制宣传和批评教育，账号开办者深刻认识到自身错误，快速删除相关谣言信息，保证不再发布此类信息。郑州网信、公安、气象等部门将进一步加大网络执法力度，深入推进“清朗”“净网”系列专项治理行动，及时曝光典型案例，坚决打击属地互联网违法违规行为。同时，持续欢迎广大网民积极监督举报，共同营造清朗网络空间。（郑州市委网信办） 原图 ",,无,https://wx3.sinaimg.cn/large/002dFUFely1hrqcjwbzdrj60sr0c9wfz02.jpg,False,无,无,2024-07-17 11:57,微博网页版,1,0,0
OnWZIFpLD,"转发理由:#微博辟谣# 网传“萝卜快跑进入南宁”？官方辟谣  
原始用户: 南宁举报辟谣
转发内容: #南宁辟谣# 【网传“萝卜快跑进入南宁”？官方辟谣】7月15日，多条关于“萝卜快跑进入南宁”的短视频在网上传播。视频内容均为一辆车身上印有“萝卜快跑”字样的白色汽车出现在南宁街头、小区。无人驾驶网约车“萝卜快跑”进驻南宁，这是真的吗？辟谣君下载了“萝卜快跑”APP，定位南宁市，APP显示当前城市暂未运营。同时，APP在线客服回应：南宁市还未开放运营。经南宁市互联网辟谣·举报平台核实，截至目前，暂无“萝卜快跑”等自动驾驶网联汽车企业与南宁市相关部门联系道路测试事宜。同时，经相关部门执法人员到现场核查，已在大奔汽修的修理车间找到涉事车辆。经查，网传视频车辆系大奔汽修员工的车，该车上喷涂的字体系自行喷涂，与“萝卜快跑”无关，初步判断是蹭炒热点的营销行为，执法人员要求涉事车辆车主立即擦除相应标识和文字。目前，调查还在进行中。辟谣君提醒：互联网不是法外之地，要文明上网、理性发言，做到不造谣、不信谣、不传谣，共同维护风清气正的清朗网络空间。http://t.cn/A68v09jV [组图共6张] 原图 ",,无,"https://ww4.sinaimg.cn/large/006ubPiWgy1hrq2ztosyrj30u01ogncb.jpg,https://ww3.sinaimg.cn/large/006ubPiWgy1hrq2zsnangj30u01owtlo.jpg,https://ww4.sinaimg.cn/large/006ubPiWgy1hrq2zsdckyj30u01k6k1s.jpg,https://ww1.sinaimg.cn/large/006ubPiWgy1hrq2zsh301j30u01os18p.jpg,https://ww4.sinaimg.cn/large/006ubPiWgy1hrq2zsexmqj30u01pgah7.jpg,https://ww4.sinaimg.cn/large/006ubPiWgy1hrq30chsbnj30u0154juk.jpg",False,无,无,2024-07-17 11:14,微博网页版,1,1,0
OnWRafZ7L,"转发理由:#微博辟谣# 广西民族大学声明：从未组织、授权任何个人或团体勉强或诱导他人关注学校官方社交媒体账号  
原始用户: 南宁举报辟谣
转发内容: #南宁辟谣# 【广西民族大学声明：从未组织、授权任何个人或团体勉强或诱导他人关注学校官方社交媒体账号】近期，有人假冒广西民族大学学生身份以兼职、挣学分为由，强邀过往群众扫码关注特定APP账号。7月15日，广西民族大学党委宣传部在学校官方抖音号发布声明，表示广西民族大学从未组织、授权任何个人或团体勉强或诱导他人关注学校官方社交媒体账号。学校提醒社会公众提高警惕，谨防上当受骗。如遇此类情况，建议保留有关证据并报警。http://t.cn/A68v0NBM 原图 ",,无,https://wx1.sinaimg.cn/large/006ubPiWgy1hrq32108z0j30u01eadkt.jpg,False,无,无,2024-07-17 10:53,微博网页版,3,0,0
OnQ6xgJ8z,"转发理由:#微博辟谣# 兴隆台分局打击一起网络谣言案件  
原始用户: 盘锦市兴隆台公安分局
转发内容: 【兴隆台分局打击一起网络谣言案件】为有效净化网络环境，维护网络空间秩序，兴隆台分局依法打击一起传播网络谣言案件。兴隆台辖区居民姜某于2024年07月08日在家刷抖音，在网上听说“阜新有四个学生跳楼身亡”，姜某在未核实该信息真伪的情况下，观看直播时在直播评论区发布该信息。后经公安机关核实该评论内容为谣言。经过民警对该人的批评教育，其认识到自己的错误行为，主动认错悔过，并表示今后不在网络发表不实言论。公安提醒：在缤纷复杂的网络世界中，每个公民都应当遵纪守法，不要轻信网络谣言，不要在互联网发布或者转发未经核实的信息，共同守护清朗有序网络空间。 原图 ",,无,https://wx1.sinaimg.cn/large/7a94a3fdly1hrpzhl5m49j20i90b4gmf.jpg,False,无,无,2024-07-16 17:41,微博网页版,1,0,0
OnPUUxbcZ,"转发理由:#微博辟谣#【#今日辟谣#（2024年7月16日）】  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【#今日辟谣#（2024年7月16日）】河南通报多起涉汛谣言新疆惊现巨大哈密瓜？三伏天，你以为养生的5件事其实在“养病”“七下八上”来了，10条安全提示必知！详戳↓↓↓@中央网信办举报中心   今日辟谣（2024年7月16日）  ",,无,无,False,无,无,2024-07-16 17:13,微博网页版,1,0,0
OnPPlo4Bh,"转发理由:#微博辟谣# 商洛柞水公安查处一起虚构事实扰乱公共秩序案  
原始用户: 柞水公安
转发内容: @商洛公安 【夏季行动添战果，查处一起虚构事实扰乱公共秩序案】7月15日，商洛柞水公安乾佑派出所民警在工作中发现，王某某在网络平台上发布不实信息，误导公众。随后依法对王某进行传唤，到案后王某某对其虚构事实、扰乱公共秩序的行为供认不讳。目前，违法行为人王某某被依法做出行政拘留的处罚，并于当日执行。 原图 ",,无,https://wx4.sinaimg.cn/large/0064yNSuly1hrpxrtxczgj31400u0tdn.jpg,False,无,无,2024-07-16 16:59,微博网页版,1,0,0
OnPH0srHu,"转发理由:#微博辟谣# 打击整治网络谣言网络暴力典型案例通报（十七）  
原始用户: 浦口警方
转发内容: 【打击整治网络谣言网络暴力典型案例通报（十七）】近期，网民余某因个人问题，多次在网络平台发布不实信息，造谣诋毁政府部门，造成不良影响，扰乱社会秩序。浦口分局依法对其行政处罚。警方提示：网络绝非法外之地。对于利用互联网发布不实信息、扰乱社会秩序、诽谤他人、侵犯隐私等行为，公安机关将依法严厉打击。请广大市民、网友不造谣、不传谣、不信谣，共同维护健康清朗的网络舆论环境和良好社会秩序。（编辑：胡青 审核：龚轩 发布：姜王） 原图 ",,无,https://wx3.sinaimg.cn/large/6aa77368gy1hrpxdgacvsj20p00dwn4j.jpg,False,无,无,2024-07-16 16:39,微博网页版,1,0,0
OnPCSh3g8,"转发理由:#微博辟谣# 打击整治网络谣言网络暴力典型案例通报（十六）  
原始用户: 浦口警方
转发内容: 【打击整治网络谣言网络暴力典型案例通报（十六）】近期，网民刘某为博取关注、吸引流量，在互联网平台发布江北石桥建设了机场的不实言论，造成不良影响。浦口分局依法对其行政处罚。警方提示：网络绝非法外之地。对于利用互联网发布不实信息、扰乱社会秩序、诽谤他人、侵犯隐私等行为，公安机关将依法严厉打击。请广大市民、网友不造谣、不传谣、不信谣，共同维护健康清朗的网络舆论环境和良好社会秩序。（编辑：胡青 审核：龚轩 发布：姜王） 原图 ",,无,https://wx3.sinaimg.cn/large/6aa77368gy1hrpx59jfsoj20p00dwn4j.jpg,False,无,无,2024-07-16 16:28,微博网页版,1,0,0
OnPqE3c5e,"转发理由:#微博辟谣# 东明县公安局依法查处一起发布虚假消息案  
原始用户: 东明网警
转发内容: 东明县公安局警情通报  原图 ",,无,https://wx4.sinaimg.cn/large/005JngM0ly1hrpy8rpzokj30pc1kw0zz.jpg,False,无,无,2024-07-16 15:58,微博网页版,1,0,0
OnPhn9fjf,"转发理由:#微博辟谣# 交警偷车？！不造谣！不信谣！不传谣！  
原始用户: 常德市交通警察支队
转发内容: 【交警偷车？！不造谣！不信谣！不传谣！】#夏季平安行# 2024年7月10日，湖南常德桃源一网友在网络平台上发布了一段视频，视频中交警在公共道路上对车辆进行拍摄，该网友解说称现在的交警看到货车上没有人，真是丢了桃源的脸！而该视频下方也许多网友跟风回复“主要是搞钱”、“最大的营收公司”、“明抢”，甚至有人评价“偷”。通过与车主的沟通证实，真实情况是该货车因发动机故障无法行驶，车主请高速救援将车辆拖至高速出口对货物进行转移。桃源交警在巡逻时发现该货车停在高速出口附近，影响了其它车辆的视频，有安全隐患，在向车主了解情况后帮助车主将车辆移到附近的免费停车场，并未对货车进行处罚。车主非常感激交警的帮助，但这一幕在有心人癔想中变成了“交警偷车”。目前，因视频浏览量较高，造谣者将面临5日以下的拘留或500元以下罚款的行政处罚。法律是安全的基石，信任是双向的奔赴，请不造谣不信谣不传谣！@湖南省交警总队 http://t.cn/A68vJNHi ",,无,无,False,无,无,2024-07-16 15:35,微博网页版,3,2,0
OnP1O7XZ9,"转发理由:#微博辟谣# 这些涉汛期的谣言，别信！  
原始用户: 河南省互联网举报中心
转发内容: #清朗河南##河南网络辟谣##向谣言说不# 【外地货车司机在邓州被淹死？南阳卧龙区陆营镇受灾严重，直升机救援？暴雨泄洪，南阳三层楼房被冲塌？这些涉汛期的谣言，别信！】@微博辟谣 #南阳暴雨# 河南省互联网举报中心的微博视频  ",,无,无,False,无,无,2024-07-16 14:57,微博网页版,2,2,0
OnOP86k4S,"转发理由:#微博辟谣# 警惕！这些都是谣言，5名造谣者已被处罚  
原始用户: 安徽视讯
转发内容: 警惕！这些都是谣言#谣言##谣言粉碎机# 安徽视讯的微博视频  ",,无,无,False,无,无,2024-07-16 14:26,微博网页版,1,0,1
OnOHwBwCX,"转发理由:#微博辟谣#【#网络辟谣标签#（2024年7月15日）】  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【#网络辟谣标签#（2024年7月15日）】近期广西南宁将发放住房公益补贴？7月8日重庆潼南一批发市场被水淹？近期江苏泰州姜堰大暴雨后路面无法行走？近期广西桂林一处风雨桥被洪水冲毁？7月5日河南浚县古城被淹？……戳→网页链接看详情@中央网信办举报中心  [组图共5张] 原图 ",,无,"https://ww4.sinaimg.cn/large/0077EbVbly1hrowfa24daj30qo0tr4ek.jpg,https://ww1.sinaimg.cn/large/0077EbVbly1hrowfaesxxj30y01bz11q.jpg,https://ww1.sinaimg.cn/large/0077EbVbly1hrowfa0w27j30it0trk22.jpg,https://ww1.sinaimg.cn/large/0077EbVbly1hrowfa8x2hj30y01pp15c.jpg,https://ww1.sinaimg.cn/large/0077EbVbly1hrowf9swm1j30r50ein1g.jpg",False,无,无,2024-07-16 14:07,微博网页版,2,0,0
OnOxx8Uu4,"转发理由:#微博辟谣# 编造事实诽谤他人的网络谣言案件  
原始用户: 济南网警
转发内容: 【典型案例】编造事实诽谤他人的网络谣言案件一、典型案例案例1：2024年2月，济南网安在网上开展日常巡查时发现，济南一网民周某为泄私愤，虚构事实捏造“赵某因犯罪被通缉”的网络谣言，通过抖音平台进行发布，对他人名誉造成损害。济南公安依法对违法人员周某作出行政处罚。案例2:2024年1月，刘某某因经营超市与叶某产生矛盾，为打击报复叶某，编造“叶某经营的超市销售假货和过期产品”的信息，通过抖音平台发布，给叶某经营的超市造成严重影响。济南公安依法对违法人员刘某某作出行政处罚。二、以案释法通过微信、抖音、微博等网络平台，为泄私愤、打击报复等目的，虚构事实捏造他人虚假信息、制造谣言的行为，均属于违法行为。三、相关法律条文①《中华人民共和国治安管理处罚法》第二十五条 有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款：　　（一）散布谣言，谎报险情、疫情、警情或者以其他方法故意扰乱公共秩序的；　　（二）投放虚假的爆炸性、毒害性、放射性、腐蚀性物质或者传染病病原体等危险物质扰乱公共秩序的；　　（三）扬言实施放火、爆炸、投放危险物质扰乱公共秩序的。第四十二条 有下列行为之一的，处五日以下拘留或者五百元以下罚款；情节较重的，处五日以上十日以下拘留，可以并处五百元以下罚款：（一）写恐吓信或者以其他方法威胁他人人身安全的；（二）公然侮辱他人或者捏造事实诽谤他人的；（三）捏造事实诬告陷害他人，企图使他人受到刑事追究或者受到治安管理处罚的；（四）对证人及其近亲属进行威胁、侮辱、殴打或者打击报复的；（五）多次发送淫秽、侮辱、恐吓或者其他信息，干扰他人正常生活的；（六）偷窥、偷拍、窃听、散布他人隐私的。②《中华人民共和国刑法》第二百四十六条 [侮辱罪] 以暴力或者其他方法公然侮辱他人或者捏造事实诽谤他人，情节严重的，处三年以下有期徒刑、拘役、管制或者剥夺政治权利。前款罪，告诉的才处理，但是严重危害社会秩序和国家利益的除外。通过信息网络实施第一款规定的行为，被害人向人民法院告诉，但提供证据确有困难的，人民法院可以要求公安机关提供协助。四、济南公安提醒：网络不是法外之地，广大网民应遵守法律法规，自觉规范网上言行，不造谣、不信谣、不传谣，践行正能量。公安机关将依法维护清朗的网络环境。来源：济南市公安局章丘区分局 原图 ",,无,https://wx1.sinaimg.cn/large/0067wnJYly1hrpnv94b58j30hs0dcmyf.jpg,False,无,无,2024-07-16 13:42,微博网页版,1,0,0
OnOnE1jgz,"转发理由:#微博辟谣# 郑州图书馆未在任何平台发布兼职、暑假工等相关信息  
原始用户: 郑州图书馆新馆
转发内容: 疑有所答 | 如何参与志愿服务…来郑图，看这个就够了！ 予人玫瑰，手留余香。随着暑假来临，越来越多的读者想要参与到郑图的志愿服务。志愿服务干什么，如何报名？您可拨打咨询电话0371-86555005，预约登记志愿服务。注意：郑州图书馆未在任何平台发布兼职、暑假工等相关信息，如您在网络遇到此类虚假信息，请注意甄别信息来源，谨防受骗。 #不建议穿短裤去电影院的原因# 原图 ",,无,https://wx1.sinaimg.cn/large/d626618cly1hrpmil6qsqj20kw0e6q70.jpg,False,无,无,2024-07-16 13:18,微博网页版,2,0,0
OnOjKirkW,"转发理由:#微博辟谣# 桐城警方依法查处多起谣言案件  
原始用户: 桐城公安
转发内容: #打击网络谣言共建清朗家园# 【打击整治网络谣言  桐城警方在行动】近日，桐城警方依法查处多起谣言案件，全力营造清朗网络空间。案例一：黄甲镇居民周某为博取流量、吸引眼球，在某网络平台上发布“湖南安化大桥底下冒出一条巨龙”的虚假视频，引起网民关注，造成不良影响。其行为构成散布谣言扰乱公共秩序的违法事实，警方依法对违法行为人周某予以行政处罚。案例二：6月27日晚，王某和江某为了吹嘘炫耀，编造不实信息，在微信群中发表不当言论，造成了不良的社会影响，扰乱了公共秩序。目前，警方已对王某和江某进行行政处罚。 [组图共2张] 原图 ",,无,"https://ww2.sinaimg.cn/large/9f3d9ad8ly1hrpm9svgnvj20r60sgtg7.jpg,https://ww4.sinaimg.cn/large/9f3d9ad8ly1hrpm9sjaayj20ub0t2q6w.jpg",False,无,无,2024-07-16 13:08,微博网页版,2,0,0
OnOeVwFOG,"转发理由:#微博辟谣# 暴雨中，有人奋勇救援，有人散布谣言  
原始用户: 网信南阳
转发内容: 【暴雨中，有人奋勇救援，有人散布谣言】#南阳好网民# #合力防汛报平安#  暴雨中，有人奋勇救援，有人散布谣言  ",,无,无,False,无,无,2024-07-16 12:57,微博网页版,1,0,0
OnO9q5j5A,"转发理由:#微博辟谣# 辟谣！网传“新疆惊现巨大哈密瓜”等消息不实  
原始用户: 新疆网络举报
转发内容: 发布了头条文章：《辟谣！网传“新疆惊现巨大哈密瓜”等消息不实》 #丝路捉谣记# #联合辟谣# #微博辟谣#  辟谣！网传“新疆惊现巨大哈密瓜”等消息不实  ",,无,无,False,无,无,2024-07-16 12:43,微博网页版,1,0,0
OnO0Zvz4P,"转发理由:#微博辟谣# 商州警方成功查处一起网民传播谣言信息案  
原始用户: 商州公安
转发内容: 发布了头条文章：《打击网络谣言我们在行动》  打击网络谣言我们在行动  ",,无,无,False,无,无,2024-07-16 12:22,微博网页版,3,0,0
OnNXwqJgM,"转发理由:#微博辟谣# 衡阳县一男子造谣被拘！  
原始用户: 衡阳县公安局
转发内容: 【衡阳县一男子造谣被拘！】近期，受持续强降雨影响，多地出现洪涝灾害，防汛形势严峻，在全社会团结一心抗险救灾的时候，部分人员为博眼球、骗流量、牟利益，借汛情编造谣言，引发公众焦虑恐慌，严重扰乱社会秩序。汛期期间，衡阳县公安强化网上巡查，迅速发现并处置一起涉汛造谣事件，对违法行为人依法处以行政拘留。http://t.cn/A6QsQfDi 原图 ",,无,https://wx2.sinaimg.cn/large/7af72f5fgy1hrpinblqsvj20gg0zkq69.jpg,False,无,无,2024-07-16 12:14,微博网页版,2,1,0
OnNQYfmtZ,"转发理由:#微博辟谣# 合肥警方最新回应！这是谣言，正在处置中！  
原始用户: 大皖新闻
转发内容: #微博辟谣#【合肥警方最新回应！这是谣言，正在处置中！】今天，不少市民发现，在微信朋友圈流传一条消息，称疑似有团伙拐卖儿童。记者注意到，在合肥市瑶海区某小区的业主群里，疑似为物业工作人员的一名网友发出紧急通知，称近期在某广场等地，已发生儿童丢失案件。刚刚，记者从辖区警方了解到，这是谣言，目前公安机关正在处置中。合肥警方提醒，网络不是法外之地，对于编造、散布虚假信息，扰乱公共秩序的违法行为，公安机关将依法查处。希望广大网民不造谣、不信谣、不传谣，共同维护健康清朗的网络舆论环境和良好社会秩序。 原图 ",,无,https://wx1.sinaimg.cn/large/001Uy0Wggy1hrp371bb48j60qe0q0jx102.jpg,False,无,无,2024-07-16 11:58,微博网页版,1,0,0
OnNMahly1,"转发理由:#微博辟谣# 中方辟谣在塔吉克斯坦建有军事基地  
原始用户: 观察者网
转发内容: #中方辟谣在塔吉克斯坦建有军事基地#【中华人民共和国驻塔吉克斯坦共和国大使馆声明】据中国驻塔吉克斯坦大使馆微信公众号7月15日发布声明称，中华人民共和国和塔吉克斯坦共和国的合作涵盖安全合作等众多领域。考虑到本地区存在严重挑战与威胁，两国在国际和地区组织平台进行密切协作予以应对。我们愿声明，某些媒体散布的关于中国在塔吉克斯坦领土建有军事基地的消息没有根据。需要补充说明的是，这一问题也不在中塔谈判议程之中。 原图 ",,无,https://wx3.sinaimg.cn/large/707e96d5gy1hrp3f0jfonj20j60wfdjb.jpg,False,无,无,2024-07-16 11:46,微博网页版,1,1,0
OnNGNut92,"转发理由:#微博辟谣# 成都蓉城队主教练徐正源辟谣“离开”传闻  
原始用户: 成都网络辟谣
转发内容: 【成都蓉城队主教练徐正源辟谣“离开”传闻】近日，不少自媒体发布消息称，成都蓉城队主教练徐正源可能要回韩国。7月12日晚，中超第19轮赛后，徐正源对此进行了否认，并表示“以后我也会继续热爱这个城市，继续认真准备每一场比赛。在这个过程中和集团以及足协，沟通都非常顺畅。”#四川云辟谣# #微博辟谣#  http://t.cn/A6QFF8Ds ",,无,无,False,无,无,2024-07-16 11:33,微博网页版,1,0,0
OnNur2vDQ,"转发理由:#微博辟谣# 成都崇州公安打击整治2起网络谣言  
原始用户: 成都网络辟谣
转发内容: 【成都崇州公安打击整治2起网络谣言】为有效净化网络环境，维护良好网络舆论秩序，切实提升广大人民群众上网安全感和满意度，公安部决定将2024年作为“打击整治网络谣言”专项行动年。近期，成都崇州公安依法查处2起网络谣言案。#四川云辟谣# #微博辟谣#  成都崇州公安打击整治2起网络谣言  ",,无,无,False,无,无,2024-07-16 11:02,微博网页版,1,0,0
OnH6sAYBo,"转发理由:#微博辟谣# 黑河水库没水了？网民巨某某编造虚假信息发布被周至警方查处  
原始用户: 西安市网络举报中心
转发内容: #联合辟谣##微博辟谣# “夏季行动”开展以来，周至县公安局持续深化打击整治网络谣言专项行动，依法严厉打击编造传播网络谣言违法犯罪行为，切实维护清朗有序网络环境。近日，周至网警在日常工作巡查中时发现，网民巨某某将6月中旬在黑河水库附近拍摄的短视频，配文“黑河水库没水了”，并通过其个人抖音平台编造虚假信息发布，引发网民关注。经与西安水务集团黑河供水金盆水库分公司核实，目前黑河水库为正常运行状态，且完全满足城市供水调度需求。目前，周至警方依法对散布谣言、扰乱公共秩序的巨某某作出行政处罚，责令其删除了相关内容。周至公安提醒：网络不是法外之地，对于编造、散布虚假信息，扰乱公共秩序的违法行为，公安机关将依法查处。希望广大群众不造谣、不信谣、不传谣，共同营造文明有序、和谐清朗的网络空间。华商报大风新闻记者 白仲夏 来源：华商网-华商报 原图 ",,无,https://wx4.sinaimg.cn/large/007OAfCFly1hrovaqtzzuj30hs0840x9.jpg,False,无,无,2024-07-15 18:47,微博网页版,2,0,0
OnGXaoupq,"转发理由:#微博辟谣#【熊猫斩谣（2024年7月15日）】  
原始用户: 四川举报辟谣
转发内容: #四川云辟谣# 【熊猫斩谣（2024年7月15日）】#微博辟谣#达州洪灾致4人死亡1人失联？经常喝茶，会导致肾结石？成都崇州公安打击整治2起网络谣言！今天有没有你相信的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。  熊猫斩谣（2024年7月15日）  ",,无,无,False,无,无,2024-07-15 18:24,微博网页版,1,0,0
OnGSL9dsJ,"转发理由:#微博辟谣# 网友称拍到头上长角的蛇？实为颈棱蛇在吞食蟾蜍  
原始用户: 成都商报
转发内容: #专家回应网传天青牛蟒再现凉山# 【#网友称拍到头上长角的蛇#？实为颈棱蛇在吞食蟾蜍】今年5月，有网友发布视频称在四川凉山美姑县拍到“天青牛蟒”，一时在网上引起热议。视频显示，一条蛇形生物游移于草丛之中，三角形的头部两侧有异物支出，似乎长有一对“牛角”，被一些网友称为“天青牛蟒”。据悉，天青牛蟒，是玄幻小说《斗罗大陆》及其衍生作品中的角色。7月14日，一名网友在美姑县路边近距离拍到了“天青牛蟒”。据拍摄者介绍，这条蛇远看像是长了“角”，但近距离一看则是蛇在吞一只蟾蜍，因蟾蜍双腿露在外面，看起来就像蛇长了一对“角”。成都华希昆虫博物馆的馆长赵力表示，网友两次拍摄到的都是颈棱蛇，视频中所谓的“角”，其实是颈棱蛇在吞食蟾蜍时，蟾蜍的腿从蛇嘴伸出来，造成了视觉上的错觉。http://t.cn/A6QFgE0I http://t.cn/A6QFgE0M http://t.cn/A6QFsX3t ",,无,无,False,无,无,2024-07-15 18:13,微博网页版,4,0,0
