微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
NgDWPFt5f,"转发理由:#微博辟谣# 官方辟谣五常市出现蝗虫灾害  
原始用户: 央广网
转发内容: 【#官方辟谣五常市出现蝗虫灾害#】近日，有网民在网络平台发布“五常市出现蝗虫灾害，上万亩地一夜之间全被吃没了”的视频。8月27日，五常市委网信办发布消息，针对网民反映的情况，五常市立即组织农业技术人员深入到全市24个乡镇进行踏查，结果均未发现蝗虫危害现象，情况不属实。（央广网记者 庞淼）http://t.cn/A6OyVyyF 原图 ",,无,https://wx3.sinaimg.cn/large/001PVG9Vly1hhbk5vpb09j60b40b4t9z02.jpg,False,无,无,2023-08-28 11:08,微博网页版,2,2,0
NgDJhiRmA,"转发理由:#微博辟谣# 日本核污染水排海后，第一波谣言已被辟谣  
原始用户: 上游新闻
转发内容: #辟谣日本核污染水排海后第一波谣言#【#辟谣工作室# | 日本核污染水排海后，第一波谣言已被辟谣】北京时间8月24日12时左右(当地时间24日下午1时许)，不顾日本国内外多方强烈反对，日方正式开始将福岛第一核电站的核污染水排放至太平洋，此举受到多方抗议反对。在网络平台上，一些关于核污染水排海造成国内出现变异鱼虾等类似谣言开始出现，上网“冲浪”时要擦亮双眼，别被这些谣言蒙蔽眼睛。（上游新闻综合）http://t.cn/A6OLzJxm [组图共5张] 原图 ",,无,"http://ww3.sinaimg.cn/large/001y6PXDgy1hhaanp63ymj60da0jmmz402.jpg,http://ww1.sinaimg.cn/large/001y6PXDgy1hhaanpjgrwj60740c9glz02.jpg,http://ww3.sinaimg.cn/large/001y6PXDgy1hhaanqqyvqj60jw0fhqbl02.jpg,http://ww1.sinaimg.cn/large/001y6PXDgy1hhaaq7p29bj607j0bmtal02.jpg,http://ww3.sinaimg.cn/large/001y6PXDgy1hhaaq876rij606u09v0v002.jpg",False,无,无,2023-08-28 10:35,微博网页版,0,2,0
NgxRRsjqX,"转发理由:#微博辟谣# #四川云辟谣# 【熊猫斩谣（2023年8月25日）】  
原始用户: 四川辟谣
转发内容: 【熊猫斩谣（2023年8月25日）】#四川云辟谣#吃榴莲之后喝牛奶，毒过眼镜蛇？视疲劳时，闭眼休息还是远眺？今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。#微博辟谣#   熊猫斩谣（2023年8月25日）  ",,无,无,False,无,无,2023-08-27 19:39,HUAWEI P40 Pro 5G,0,0,0
NguvOtcPA,"转发理由:#微博辟谣#“诸暨宝龙，两个小孩子被拐走”？别传了，官方已辟谣！  
原始用户: 诸暨市融媒体中心
转发内容: “诸暨宝龙，两个小孩子被拐走”？别传了，官方已辟谣！“诸暨宝龙，两个小孩子被拐走”？别传了，官方已辟谣！  原图 ",,无,https://wx2.sinaimg.cn/large/8304b300gy1hhaknteu9aj20g80v9wj2.jpg,False,无,无,2023-08-27 11:07,iPhone 13 Pro,0,0,0
NgnPp0M3n,"转发理由:#微博辟谣#成都回应一河道被贴瓷砖：系花岗岩，为国内通用处理方式  
原始用户: 水韵温江
转发内容: 【情况通报】关于近日媒体关注的我区江安河河道建设工程，为“江安河旅游基础设施建设项目”。  原图 ",,无,https://wx2.sinaimg.cn/large/b79615f8gy1hha35kenhaj20q10zzdlp.jpg,False,无,无,2023-08-26 18:06,iPhone 13 Pro,0,0,0
Nglz7tMtr,"转发理由:#微博辟谣#这些关于河南的谣言千万别信！  
原始用户: 河南省互联网举报中心
转发内容: #河南网络辟谣##向谣言说不# 这些都是谣言，千万别信，不信谣不传谣！@中国互联网联合辟谣平台  [组图共3张] 原图 ",,无,"http://ww2.sinaimg.cn/large/008sM1pnly1hh962rzgmxj30u023x7l0.jpg,http://ww4.sinaimg.cn/large/008sM1pnly1hh962t1ktmj30u034wx49.jpg,http://ww4.sinaimg.cn/large/008sM1pnly1hh962txa0xj30u02u3npd.jpg",False,无,无,2023-08-26 12:20,iPhone 13 Pro,1,0,0
Nglu61YtQ,"转发理由:#微博辟谣#网传三亚廉租房变公租房？官方回应：廉租房性质不变 今后定期开展租赁资格复核工作  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2023-08-26 12:08,iPhone 13 Pro,0,0,0
NgllQuQGc,"转发理由:#微博辟谣#盐要断供了？谣言！  
原始用户: 百姓求真
转发内容: 【盐要断供了？谣言！】多地刮起“抢盐风”，大家这次到底要不要“跟风”？中盐集团紧急发声：不用囤  #国内多地市民抢盐##中盐集团回应食盐抢购# 百姓求真的微博视频  ",,无,无,False,无,无,2023-08-26 11:48,iPhone 13 Pro,1,2,0
Ngezoxl8R,"转发理由:#微博辟谣# 辟谣！洒水车暴雨天作业不是深圳环卫车  
原始用户: 大湾区新闻
转发内容: 【辟谣！#洒水车暴雨天作业不是深圳环卫车#】近日，一网友拍到深圳雨天一车辆依然在路面进行洒水，引起众多媒体和网友转发讨论。深圳宝安城管相关负责人回应：深圳洒水车具有统一标识，车身为绿色，视频中车辆并非深圳洒水车，并且视频中为雨天车辆溅起水花引起的误会。#雨天车辆溅起水花被误认为洒水车##洒水车暴雨天继续作业被质疑浪费水# http://t.cn/A6OAkoqv ",,无,无,False,无,无,2023-08-25 18:32,微博网页版,2,0,0
Ngevzw4TB,"转发理由:#微博辟谣# 丽水警方依法查处一起网络谣言案件  
原始用户: 丽水网警
转发内容: 【夏季行动 | 遂昌网警提醒：不造谣 不传谣 不信谣！】#网警说案#近期，全国公安机关正在开展夏季治安打击整治行动，结合网络谣言打击整治专项行动，遂昌网警持续加强对网络谣言的打击力度，坚决打击网络谣言。近日，抖音某用户发布视频称“丽水遂昌机场十月一日正式通行”。经遂昌县公安局网安大队核实，该视频内容为谣言信息，发布者张某为博眼球，增加账号流量，发布不实信息，严重扰乱网络传播秩序。请大家不信谣、不传谣、不转发，已转发视频的请自行删除。#警方提醒# 请广大网民依法上网、文明上网、切勿为了贪图流量吸粉编造传播谣言信息，不造谣、不传谣、不信谣，自觉遵守和维护网络安全法律法规，共同营造和谐清朗网络环境！ 原图 ",,无,https://wx1.sinaimg.cn/large/bf0ac1b2ly1hh94y4q4tkj20b407rq35.jpg,False,无,无,2023-08-25 18:22,微博网页版,1,0,0
Nges2rRJx,"转发理由:#微博辟谣# 白云机场：网传“广州机场停机坪被飞机排放液体”视频事件发生地不在广州  
原始用户: 白云机场
转发内容: 关于网传“广州机场停机坪被飞机排放液体”视频事件发生地不在广州的声明       感谢公众和网民朋友一直以来对白云机场的关注和支持。       近日，网络上出现了“一架飞机在停机坪通过左侧机翼排放液体”的视频，视频出现后，我们高度重视，对视频及相关内容进行核查。经查证，此事件并非发生在广州。         再次感谢公众和网民朋友对机场的关注和支持，我们将一如既往严格遵守国际航空安全标准，与航空公司紧密合作，确保飞机在地面操作过程中的安全性；持续做好服务保障，确保广大旅客安全、高效、便捷出行。        对于恶意制造、传播不实信息者，我们将保留法律追诉的权利。 原图 ",,无,https://wx1.sinaimg.cn/large/005GFLBJgy1hh92ulmg5nj30u013zjvn.jpg,False,无,无,2023-08-25 18:14,微博网页版,1,0,0
NgeckdKpq,"转发理由:#微博辟谣# 济南消防辟谣网传不实信息 ：从未委托第三方机构开展任何形式的咨询、辅导、培训等活动  
原始用户: 济南时报
转发内容: 【#济南消防辟谣网传不实信息# ：从未委托第三方机构开展任何形式的咨询、辅导、培训等活动 】8月25日，济南市消防救援支队发表声明称，从近期群众反映及调研了解发现，有个别社会培训机构甚至是不法分子以国家综合性消防救援队伍名义有偿进行入职岗前培训，并承诺培训即可入职，致使部分有志青年蒙受大额损失，对此，济南市消防救援支队郑重声明称：从未委托第三方机构开展任何形式的咨询、辅导、培训等活动。@济南时报 原图 ",,无,https://wx4.sinaimg.cn/large/6603e39fly1hh92smgjnaj20uw1ckn6z.jpg,False,无,无,2023-08-25 17:35,微博网页版,0,0,0
Nge40F4JB,"转发理由:#微博辟谣# 广东一海滩涌现大量海虾系谣言 ，原视频作者发声：不要相信  
原始用户: 大众网
转发内容: 【#广东一海滩涌现大量海虾系谣言# ，原视频作者发声：不要相信】8月24日，一则题为“广东一海滩突然涌现大量海虾”的视频引起网友热议，大量网友表示了对海水污染情况的关注。海报新闻记者通过搜索视频来源发现，该视频出自于短视频平台用户“广东渔民哥”发布于2023年8月24日的作品，视频原文案为：“变天了吗？百年难遇的赤潮壮观，一片海都是海虾。”记者尝试联系“广东渔民哥”和其他相关账号核实该视频的拍摄时间和拍摄地点时，用户名为“电小白（渔民号）”的韩先生联系记者并告知，网传的“广东一海滩突然涌现大量海虾”的视频属于盗窃搬运，原视频是他本人于2021年12月23日发布的。记者在韩先生短视频平台主页检索发现，在2021年12月23日确有一条与网传视频类似的视频，通过比对，记者发现，网传视频为韩先生发布视频的镜像版本，并加了配音。韩先生称，原视频拍摄于广东湛江南沙岛，大量海虾出现在沙滩上是因为虾塘放水，虾就顺着水流出来了，并不是从海里涌到岸上。韩先生表示，账号“广东渔民哥“盗窃视频并杜撰文案已涉嫌违反平台规定，他已通过平台举报。“我们现在开始在举报这个事情，这个事情不要相信他，不要相信。”韩先生说。@大众网 #广东[地点]# http://t.cn/A6OArkBt ",,无,无,False,无,无,2023-08-25 17:14,微博网页版,1,5,0
NgdBy0DJM,"转发理由:#微博辟谣# 温岭泽国大白天持刀砍人？假的！  
原始用户: 台州网警
转发内容: #微博辟谣#【温岭泽国大白天持刀砍人？假的！】        #网警说案#8月24日下午，台州网警工作发现, 网民李某在快手平台发布一则男子持刀砍人的视频，定位温岭市泽国镇，并配文称泽国出大事了，大白天砍人。经核实，该视频为外地市5月7日发生的持刀砍人事件，事发地并非温岭泽国。网安支队通报属地依法查处。        当晚，温岭市公安局依法传唤了李某，其承认在快手平台上发布了谣言信息。经民警批评教育，其认识到自己的行为已造成不良影响。由于该网民虚构事实，涉嫌制造传播谣言，扰乱社会公共秩序，次日被温岭公安处以行政拘留七日的处罚。        #台州网警•网络安全天天学# 警方提醒：网络不是法外之地，利用网络发布、传播谣言需要承担相应的法律责任！希望广大网民自觉做到不造谣、不传谣、不信谣，共同携手建设清朗网络。 http://t.cn/A6O2jfDc  ",,无,无,False,无,无,2023-08-25 16:04,微博网页版,1,0,0
NgdxRsSnR,#微博辟谣# 陕西西安演唱会黄牛票价200万元？外卖女子深夜送餐车辆被盗？绵阳民政局七夕节只有12对新人领证？本周有没有你相信了的谣言呢？@微博辟谣@捉谣记 联合发布本周谣言榜单。遏制谣言传播空间，净化网络生态环境。快来戳图查看吧。#捉谣记#  原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1hh91kppkzdj20ku4ls4on.jpg,无,True,无,无,2023-08-25 15:55,iPhone 13 Pro,54,14,8
Mu6bBcJkW,#微博辟谣#近日，一段所谓“移民美国的郭兰英和儿子”视频在网络流传，经核查，视频中的女士并非郭兰英女士，该女士形象与郭兰英女士略有相似之处，视频系被人恶意利用、编造的不实信息。对此类不实信息，站方予以严肃处置。依据《微博社区公约》等相关规定，站方对发布此类不实信息的@皮青正 、@深圳长贵5 、@文文3636博客 、@用户7816370410 等18个违规账号予以禁言30天至关闭账号处置。网络不是法外之地，站方呼吁广大网友不造谣、不信谣、不传谣，理性讨论，文明发言。如发现相关违规内容，用户可通过前台举报投诉入口和@微博管理员 的方式进行举报，站方将及时予以处置。 ,,无,无,True,无,无,2023-02-22 00:11,微博网页版,26,19,9
MoICtozcu,【2022年度微博辟谣数据报告】2022年度，微博站方共有效处置不实信息82274条，辟除新增谣言及引导争议事件1355例。#微博辟谣#平台总阅读数117.7亿，讨论量722.5万，同比去年阅读数增长了14.05%。@微博辟谣 全年共发布辟谣微博3273条，阅读量5.66亿次，互动量106.3万次。同时报告中还包括发布辟谣信息最多的政务微博Top10和媒体账号Top10。欢迎广大网友查阅。2023年，@微博辟谣 将继续加大打击网络谣言力度，提升公众识谣辨谣能力，为网络文明建设尽一份力。同时，也呼吁广大网友关注官方发布的权威信息，不造谣、不传谣、不信谣，与站方携手共同营造清朗的网络空间。 [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/6f3f16a9ly1ha6ng43kv8j20ku1xdard.jpg,http://ww3.sinaimg.cn/large/6f3f16a9ly1ha6ng88pg0j20ku37nx63.jpg,http://ww3.sinaimg.cn/large/6f3f16a9ly1ha6ngcne0gj20ku2crqq2.jpg",无,True,无,无,2023-01-17 15:00,微博网页版,178,127,57
Mo6wvF1eW,今日@微博辟谣 收到@科学辟谣 发来的感谢信。与此同时，微博辟谣也要感谢科学辟谣长期以来的大力支持和帮助。科学辟谣是#微博辟谣#平台的重要合作伙伴之一，生产了大量权威、专业的辟谣与科普信息。长期以来，科学辟谣及时输出有针对性的科普辟谣信息，帮助微博平台有效遏制了各类“反科学”、“伪科学”谣言在社区的传播，对广大网友获取正确的科学科普和病毒防治知识起到了正本清源的作用。未来，微博辟谣将继续加强和科学辟谣的合作，携手共同对科普事业发展、网络谣言治理做出贡献，为网络文明建设尽一份力。 原图 ,,https://wx2.sinaimg.cn/large/6f3f16a9ly1ha1zhcwmxnj23sb5em7wi.jpg,无,True,无,无,2023-01-13 14:01,微博网页版,39,26,21
LqpDt8rFG,#微博辟谣#2022疫情防控辟谣处置公告0427——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月27日，站方对流转到微博上的“副市长和群众交流被指责‘吃得又白又胖’”1类在全网流传的典型谣言予以辟除，共处置相关违规内容41条，处置账号3个。其中，对最早发布相关谣言的微博账号@知了不知的是 予以关闭。站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx2.sinaimg.cn/large/6f3f16a9ly1h1oifhqeupj20u01bwdnj.jpg,无,True,无,无,2022-04-27 19:36,微博 weibo.com,1361,79,285
Lq6uzw1ae,#微博辟谣#2022疫情防控辟谣处置公告0425——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月25日，站方对流转到微博上的“上海滴水湖建帐篷隔离点”、“周浦镇给居民发放绿色鸭子”、“因厂家出现阳性叫停抗原自测”3类在全网流传的典型谣言予以辟除，共处置相关违规内容315条，处置账号22个。其中，对最早发布相关谣言的微博账号@些垃圾赋黄码版 @仅冇旳姿态Q @某不明碳基生物 予以关闭。上海相关辟谣信息：@中国新闻周刊：上海发布回应劝外地人返乡系误读。http://t.cn/A6Xvp08O@解放日报：赵丽颖驰援上海的物资被整箱扔进垃圾车？视频当事人发声，网友晒出收货图。http://t.cn/A66sTlNx站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx4.sinaimg.cn/large/6f3f16a9ly1h1m5xmh06sj20u022etl0.jpg,无,True,无,无,2022-04-25 18:52,微博 weibo.com,999,55,326
LpWXBrH62,#微博辟谣#2022疫情防控辟谣处置公告0424——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月24日，站方对流转到微博上的“上海浦东新区一居民楼楼道起火视频”、“个人利用疫情高价倒卖物资，一个月获利上千万”、“普陀区发放食用油物资时，用的是带有‘酱油’‘生抽’字样的瓶身”、“微信在写新代码做网络分割，让外地看不到上海的朋友圈”4类在全网流传的典型谣言予以辟除，共处置相关违规内容215条，处置账号17个。其中，对最早发布相关谣言的微博账号@紫花婆婆纳 @炫羽星空 @生姜速打水 @77锦鲤保佑 予以关闭。上海相关辟谣信息：@新闻晨报：消防部门通报浦东长岛路火灾情况，网传视频又是张冠李戴。http://t.cn/A66sb8lh@上海辟谣平台：周浦发放绿鸭子为移花接木的谣言。http://t.cn/A66s8Acd@澎湃新闻：网传上海滴水湖建帐篷隔离点？实为工地消杀暂时安置。http://t.cn/A66F8BPv@上海辟谣平台：上海辟谣因厂家出现阳性叫停抗原自测。http://t.cn/A66sMsDJ站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx2.sinaimg.cn/large/6f3f16a9ly1h1kzup2ffgj20u02f94cw.jpg,无,True,无,无,2022-04-24 18:36,微博 weibo.com,1338,24,313
Lqg1NzWuR,#微博辟谣#2022疫情防控辟谣处置公告0426——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月26日，站方对流转到微博上的“赵丽颖驰援上海的物资被整箱扔进垃圾车”1类在全网流传的典型谣言予以辟除，共处置相关违规内容46条，处置账号5个。其中，对最早发布相关谣言的微博账号@上天赐我一个顾魏 予以关闭。上海相关辟谣信息：@警民直通车-上海：谣言不止步，打击不停息。又13个造谣传谣网络群组被封停，一批个人账号被处罚！http://t.cn/A6XPgtq0@东方网：副市长和群众交流被指责“吃得又白又胖”？视频系恶意拼凑。http://t.cn/A6XvrrYj站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1h1nc17tyn8j20u01bw466.jpg,无,True,无,无,2022-04-26 19:09,微博 weibo.com,1088,45,371
LpNVWobT0,#微博辟谣#2022疫情防控辟谣处置公告0423——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月23日，站方对流转到微博上的“上海给‘市政协家属院’发放进口物资” 1类在全网流传的典型谣言予以辟除，共处置相关违规内容73条，处置账号8个。其中，对最早发布相关谣言的微博账号@踢踢呀 予以关闭。上海相关辟谣信息：@警民直通车-上海：一男子虚构“个人利用疫情高价倒卖物资，一个月获利上千万”等不实言论被行政处罚。http://t.cn/A66Fqn7a@上海辟谣平台：上海普陀辟谣发放带“酱油”字样的食用油。http://t.cn/A66FQKGt@国是直通车：微信分割朋友圈为不实消息。http://t.cn/A66F9SRt站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1h1jw00vv8ej20u01bwgtb.jpg,无,True,无,无,2022-04-23 19:38,微博 weibo.com,2013,48,398
LpE9D20B7,#微博辟谣#2022疫情防控辟谣处置公告0422——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月22日，站方对流转到微博上的“家政人员自述其服务的老人在家中挨饿致死”、“龙山新村不肯发放蔬菜物资宁肯烂掉”、“上海市民收到了假的连花清瘟胶囊”、“上海一小区对外卖小哥进行即时抗原检测时发现6例阳性”4类在全网流传的典型谣言予以辟除，共处置相关违规内容352条，处置账号32个。其中，对最早发布相关谣言的微博账号@些垃圾绝对中立版 @压扁鱼鱼子 @立志不嫌多 @魔都不存在用户 予以关闭。上海相关辟谣信息：@中国新闻网：上海给“市政协家属院”发放进口物资？不实！http://t.cn/A66ktDgr@上海地铁shmetro：上海地铁将在某日恢复运营？消息不实！http://t.cn/A66kVLZn站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1h1iooe09wqj20u02eb174.jpg,无,True,无,无,2022-04-22 18:44,微博 weibo.com,6109,154,632
LpuJJauLv,#微博辟谣#2022疫情防控辟谣处置公告0421——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月21日，站方对流转到微博上的“上海一警察背居民上楼，背的是假人”、“兰州局援助上海十车皮牛羊肉无人接收”2类在全网流传的典型谣言予以辟除，共处置相关违规内容52条，处置账号8个。其中，对最早发布相关谣言的微博账号@今天小徐快乐了嘛 @云林简笔1 予以关闭。上海相关辟谣信息：@中国新闻网：30个造谣传谣群组被封停，上海网信办联合公安部门继续重拳打击涉疫谣言。http://t.cn/A66DXaVb@警民直通车-上海：一女子因编造散播”家政人员自述其服务的老人在家中挨饿致死“的不实视频被行政处罚。http://t.cn/A66DfAMo@警民直通车-上海：一男子编造散播“龙山新村不肯发放蔬菜物资宁肯烂掉”的不实信息被行政处罚。http://t.cn/A66D2XCC@中国新闻网：上海市民收到了假的连花清瘟胶囊？实际是新老包装更换。http://t.cn/A66DVWmp@潘晓婷：网传“潘晓婷自曝抢菜受伤、吐槽菜价太贵”?本人辟谣。http://t.cn/A66DtOtv@东方网：上海一小区对外卖小哥进行即时抗原检测时发现6例阳性？假的。http://t.cn/A66ri68V站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1h1hj91fbydj20u01pl48e.jpg,无,True,无,无,2022-04-21 18:45,微博 weibo.com,1354,61,304
LplbeteQQ,#微博辟谣#2022疫情防控辟谣处置公告0420——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月20日，站方对流转到微博上的“浦东发放大礼包和核酸检测捆绑”、“上海田林民警设卡查验快递小哥，一小时抓了20个阳性”、“3M、杜邦、巴斯夫拒绝复工复产要求”3类在全网流传的典型谣言予以辟除，共处置相关违规内容109条，处置账号16个。其中，对最早发布相关谣言的微博账号@有啥大8了_2点0 @用户5979683955 @暖暖的焱焱 予以关闭。上海相关辟谣信息：@新闻晨报：网传上海一警察背居民上楼，背的是假人？这种揣测是一种误解，更是一种伤害。http://t.cn/A66gjp9z@长三角铁路：兰州局援助上海十车皮牛羊肉无人接收？谣言！http://t.cn/A66dTR2c站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1h1gd29dyzmj20u021y14w.jpg,无,True,无,无,2022-04-20 18:26,微博 weibo.com,1719,78,369
LpbwzDkKs,#微博辟谣#2022疫情防控辟谣处置公告0419——上海疫情相关近期，上海等地疫情形势严峻复杂，部分谣言和不实信息也借机滋生。站方积极履行平台主体责任，深入排查并辟除疫情相关谣言不实信息，并依据《微博社区公约》从严快速予以处置。4月19日，站方对流转到微博上的“梅陇七村孕妇早产大出血，求助未果致死亡”、“上海将废弃核酸码改用健康云”、“团购了‘盒马’套餐，拿到的却是辽宁捐赠物资”3类在全网流传的典型谣言予以辟除，共处置相关违规内容225条，处置账号22个。其中，对最早发布相关谣言的微博账号@6大顺 @司徒稳赢 @-J君- 予以关闭。上海相关辟谣信息：@解放日报：浦东发放大礼包和核酸检测捆绑？消息不实。http://t.cn/A66r0Uo4@新闻晨报：上海田林民警设卡查验快递小哥，一小时抓了20个阳性？不属实！http://t.cn/A66BRkxu@东方网：3M、杜邦、巴斯夫拒绝复工复产要求？最新回应：消息不属实。http://t.cn/A66d6Heb站方将继续排查清理疫情相关谣言不实信息，严厉打击制造和传播谣言行为。同时，也呼吁广大网友自觉遵守相关法律规定，对未经证实的网络消息加强辨别，不造谣、不信谣、不传谣，共同营造和谐清朗的网络空间。 原图 ,,https://wx4.sinaimg.cn/large/6f3f16a9ly1h1f6fnlunfj20u0229ami.jpg,无,True,无,无,2022-04-19 17:51,微博 weibo.com,1500,67,264
LnlhmhJro,#微博辟谣# 抗疫辟谣专报（2022.04.07）：近期防疫形势严峻复杂，在全员投入抗疫行动之时，一些谣言和虚假信息趁虚而入，借机混淆视听。与@微博辟谣 一起粉碎谣言，来看今天的《抗疫辟谣专报》吧！@警民直通车-上海：一男子因散布“居委倒卖20万箱捐赠物资”被上海警方依法行政处罚。http://t.cn/A66H6xIB@新民晚报新民网：网传青浦一“大白”从29楼被人推下身亡？北蔡一“大白”跳楼？警方：谣言！http://t.cn/A66HbqvN@中国新闻网：上海辟谣网传多个小区宣布解封。http://t.cn/A66HGrOM@澎湃新闻：上海杨浦一失明老人两天没饭吃？官方：系老人妹妹的误解。http://t.cn/A66H2JoN@中国新闻网：光明乳业回应网传鲜奶团购是骗局：有人误会传谣。http://t.cn/A66TeDLB@上海奉贤发布：随意发布涉疫谣言，一网民被行政处罚！http://t.cn/A66HQnm7@济宁高新：网传“高新区一集中隔离次密接者检测为阳性”信息不实。http://t.cn/A66HsjHM@山东辟谣：临沂临沭公安依法查处3起散布疫情谣言等违法案件。http://t.cn/A66HsjHX@保定网警巡查执法：保定又有多人发布涉疫虚假信息、不配合疫情管控被依法处。http://t.cn/A66HsjHS@涞源公安网络发言人：涞源县公安局依法查处一起通过网络散布涉疫谣言扰乱公共秩序案件。http://t.cn/A66HsjHx@德宏政法：网络散布谣言，盈江公安及时查处！http://t.cn/A66HsjH6@南阳政法：南阳一地处置两起涉疫违法案件。http://t.cn/A66HsjHi@三亚发布：一女子发布涉疫虚假信息被三亚警方行拘！http://t.cn/A66HsjHJ@南国都市报：海南陵水一男子散布不实疫情谣言被行拘5日。http://t.cn/A66HsjHa网络不是法外之地，造谣传谣需承担法律责任。请广大网民不造谣、不传谣、不信谣，以官方发布信息为准。净化网络环境，我们共同努力！ [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/6f3f16a9ly1h1162dgllkj20g00lgtaz.jpg,http://ww3.sinaimg.cn/large/6f3f16a9ly1h1162ezh2zj20g50dfjtj.jpg,http://ww3.sinaimg.cn/large/6f3f16a9ly1h1162gfvszj20g10f5gnu.jpg",无,True,无,无,2022-04-07 15:00,微博 weibo.com,557,231,101
